county,tract,cd116,cntyname,pop10,afact116
42003,1516,18,Allegheny PA,2363,1
42003,1517,18,Allegheny PA,4931,1
42003,1608,18,Allegheny PA,2559,1
42003,1609,18,Allegheny PA,2872,1
42003,1702,18,Allegheny PA,3725,1
42003,1706,18,Allegheny PA,1864,1
42003,1803,18,Allegheny PA,2500,1
42003,1807,18,Allegheny PA,2011,1
42003,1903,18,Allegheny PA,1945,1
42003,1911,18,Allegheny PA,2425,1
42003,1914,18,Allegheny PA,2796,1
42003,1915,18,Allegheny PA,2047,1
42003,1916,18,Allegheny PA,4295,1
42003,1917,18,Allegheny PA,3448,1
42003,1918,18,Allegheny PA,5322,1
42003,1919,18,Allegheny PA,2183,1
42003,1920,18,Allegheny PA,3679,1
42003,2022,18,Allegheny PA,2568,1
42003,2023,18,Allegheny PA,4144,1
42003,2107,18,Allegheny PA,2130,1
42003,2206,18,Allegheny PA,1833,1
42003,2406,18,Allegheny PA,2714,1
42003,2412,18,Allegheny PA,884,1
42003,2503,18,Allegheny PA,1090,1
42003,2507,18,Allegheny PA,761,1
42003,2509,18,Allegheny PA,1285,1
42003,2602,18,Allegheny PA,2285,1
42003,2607,18,Allegheny PA,1744,1
42003,2609,18,Allegheny PA,1214,1
42003,2612,18,Allegheny PA,1051,1
42003,2614,18,Allegheny PA,2473,1
42003,2615,18,Allegheny PA,1672,1
42003,2620,18,Allegheny PA,2648,1
42003,2701,18,Allegheny PA,2649,1
42003,2703,18,Allegheny PA,1947,1
42003,2704,18,Allegheny PA,1079,1
42003,2708,18,Allegheny PA,2651,1
42003,2715,18,Allegheny PA,3167,1
42003,2814,18,Allegheny PA,2352,1
42003,2815,18,Allegheny PA,1462,1
42003,2901,18,Allegheny PA,2120,1
42003,2902,18,Allegheny PA,3944,1
42003,2904,18,Allegheny PA,4049,1
42003,3001,18,Allegheny PA,3747,1
42003,3102,18,Allegheny PA,3227,1
42003,3103,18,Allegheny PA,990,1
42003,3204,18,Allegheny PA,1994,1
42003,3206,18,Allegheny PA,2261,1
42003,3207,18,Allegheny PA,1650,1
42003,4011,17,Allegheny PA,4447,1
42003,4012,17,Allegheny PA,3272,1
42003,4013,17,Allegheny PA,2742,1
42003,4020,17,Allegheny PA,3260,1
42003,4035,17,Allegheny PA,4530,1
42003,4040,17,Allegheny PA,1500,1
42003,4050,17,Allegheny PA,1157,1
42003,4060,17,Allegheny PA,2376,1
42003,4070.01,17,Allegheny PA,5174,1
42003,4070.02,17,Allegheny PA,6597,1
42003,4080.01,17,Allegheny PA,4769,1
42003,4080.02,17,Allegheny PA,6331,1
42003,4090,17,Allegheny PA,11497,1
42003,4100,17,Allegheny PA,1171,1
42003,4110,17,Allegheny PA,6915,1
42003,4120.01,17,Allegheny PA,8605,1
42003,4120.02,17,Allegheny PA,4865,1
42003,4131,17,Allegheny PA,6609,1
42003,4132.01,17,Allegheny PA,3737,1
42003,4132.02,17,Allegheny PA,2866,1
42003,4133,17,Allegheny PA,4742,1
42003,4134,17,Allegheny PA,4339,1
42003,4135,17,Allegheny PA,6164,1
42003,4141.01,17,Allegheny PA,5358,1
42003,4141.02,17,Allegheny PA,7040,1
42003,4142,17,Allegheny PA,5965,1
42003,4150.01,17,Allegheny PA,4708,1
42003,4150.02,17,Allegheny PA,2545,1
42003,4160,17,Allegheny PA,1636,1
42003,4171,17,Allegheny PA,2145,1
42003,4172,17,Allegheny PA,1260,1
42003,4180,17,Allegheny PA,1746,1
42003,4190,17,Allegheny PA,2921,1
42003,4200,17,Allegheny PA,1432,1
42003,4211,17,Allegheny PA,4103,1
42003,4212,17,Allegheny PA,4304,1
42003,4220,17,Allegheny PA,5388,1
42003,4230,17,Allegheny PA,2801,1
42003,4240,17,Allegheny PA,3446,1
42003,4250,17,Allegheny PA,3451,1
42003,4263,17,Allegheny PA,6037,1
42003,4264,17,Allegheny PA,4581,1
42003,4267,17,Allegheny PA,2361,1
42003,4268,17,Allegheny PA,5369,1
42003,4270,17,Allegheny PA,3744,1
42003,4271,17,Allegheny PA,5510,1
42003,4272,17,Allegheny PA,4899,1
42003,4281,17,Allegheny PA,1242,1
42003,4282,17,Allegheny PA,2091,1
42003,4291,17,Allegheny PA,2510,1
42003,4292.01,17,Allegheny PA,4310,1
42003,4292.02,17,Allegheny PA,4365,1
42003,4293,17,Allegheny PA,5644,1
42003,4294,17,Allegheny PA,4265,1
42003,4295,17,Allegheny PA,4212,1
42003,4296,17,Allegheny PA,3428,1
42003,4297,17,Allegheny PA,2371,1
42003,4301,17,Allegheny PA,2104,1
42003,4302,17,Allegheny PA,4667,1
42003,4311,17,Allegheny PA,3380,1
42003,4314,17,Allegheny PA,1902,1
42003,4315,17,Allegheny PA,3088,1
42003,4323,17,Allegheny PA,2121,1
42003,4324,17,Allegheny PA,2584,1
42003,4340,17,Allegheny PA,1781,1
42003,4350,17,Allegheny PA,2449,1
42003,4370,17,Allegheny PA,4757,1
42003,4390,17,Allegheny PA,1388,1
42003,4455,17,Allegheny PA,3827,1
42003,4460,17,Allegheny PA,1680,1
42003,4470,17,Allegheny PA,1634,1
42003,4480,17,Allegheny PA,1218,1
42003,4490,17,Allegheny PA,2640,1
42003,4507,17,Allegheny PA,3137,1
42003,4508,17,Allegheny PA,2540,1
42003,4511.01,17,Allegheny PA,3639,1
42003,4511.02,17,Allegheny PA,5627,1
42003,4511.04,17,Allegheny PA,3590,1
42003,4511.05,17,Allegheny PA,4196,1
42003,4513,17,Allegheny PA,7133,1
42003,4520,17,Allegheny PA,5060,1
42003,4530.03,17,Allegheny PA,1893,1
42003,4530.04,17,Allegheny PA,6955,1
42003,4550,17,Allegheny PA,1459,1
42003,4560.01,17,Allegheny PA,1221,0.3466
42003,4560.01,18,Allegheny PA,2302,0.6534
42003,4560.03,17,Allegheny PA,2389,0.3916
42003,4560.03,18,Allegheny PA,3712,0.6084
42003,4560.04,18,Allegheny PA,4792,1
42003,4571,18,Allegheny PA,1428,1
42003,4572,18,Allegheny PA,3720,1
42003,4580,17,Allegheny PA,7080,1
42003,4591.01,17,Allegheny PA,1708,1
42003,4591.02,17,Allegheny PA,5658,1
42003,4592.01,17,Allegheny PA,5988,1
42003,4592.02,17,Allegheny PA,661,1
42003,4600.01,17,Allegheny PA,4250,1
42003,4600.02,17,Allegheny PA,3422,1
42003,4610,17,Allegheny PA,1084,1
42003,4621,17,Allegheny PA,2627,1
42003,4626,17,Allegheny PA,3735,1
42003,4639,17,Allegheny PA,2662,1
42003,4643,17,Allegheny PA,3330,1
42003,4644,17,Allegheny PA,3442,1
42003,4656,17,Allegheny PA,2373,1
42003,4658,17,Allegheny PA,3578,1
42003,4687,17,Allegheny PA,1759,1
42003,4688,17,Allegheny PA,2572,1
42003,4689,17,Allegheny PA,3641,1
42003,4690,17,Allegheny PA,4432,1
42003,4703,17,Allegheny PA,3933,1
42003,4704,17,Allegheny PA,3063,1
42003,4705.01,17,Allegheny PA,3954,1
42003,4705.02,17,Allegheny PA,2971,1
42003,4706,17,Allegheny PA,3103,1
42003,4710,17,Allegheny PA,1244,1
42003,4721,17,Allegheny PA,2524,1
42003,4722,17,Allegheny PA,2227,1
42003,4723,17,Allegheny PA,2014,1
42003,4724,17,Allegheny PA,1828,1
42003,4731,17,Allegheny PA,4734,1
42003,4732,17,Allegheny PA,3192,1
42003,4733,17,Allegheny PA,5502,1
42003,4734.01,17,Allegheny PA,3713,1
42003,4734.02,17,Allegheny PA,3667,1
42003,4735,17,Allegheny PA,3680,1
42003,4736.01,17,Allegheny PA,4049,1
42003,4736.02,17,Allegheny PA,4600,1
42003,4741.01,18,Allegheny PA,3601,1
42003,4741.02,18,Allegheny PA,3685,1
42003,4742.01,18,Allegheny PA,2600,1
42003,4742.02,18,Allegheny PA,4809,1
42003,4742.03,18,Allegheny PA,4534,1
42003,4751.01,18,Allegheny PA,4702,1
42003,4751.02,18,Allegheny PA,1665,1
42003,4752,18,Allegheny PA,4919,1
42003,4753.01,18,Allegheny PA,4425,1
42003,4753.03,18,Allegheny PA,4064,1
42003,4753.04,18,Allegheny PA,5688,1
42003,4754.01,18,Allegheny PA,3790,1
42003,4754.02,18,Allegheny PA,3060,1
42003,4761,17,Allegheny PA,5034,1
42003,4762,17,Allegheny PA,3282,1
42003,4771,18,Allegheny PA,3651,1
42003,4772,18,Allegheny PA,4140,1
42003,4773,18,Allegheny PA,6153,1
42003,4781,18,Allegheny PA,4015,1
42003,4782,18,Allegheny PA,5628,1
42003,4790,17,Allegheny PA,1992,1
42003,4801.01,18,Allegheny PA,4837,1
42003,4801.02,18,Allegheny PA,3107,1
42003,4802,18,Allegheny PA,3428,1
42003,4803,18,Allegheny PA,3415,1
42003,4804,18,Allegheny PA,4980,1
42003,4810,18,Allegheny PA,3403,1
42003,4825,18,Allegheny PA,1929,1
42003,4838,18,Allegheny PA,3165,1
42003,4843,18,Allegheny PA,3404,1
42003,4845,18,Allegheny PA,5745,1
42003,4846,18,Allegheny PA,2257,1
42003,4850,18,Allegheny PA,1271,1
42003,4867,18,Allegheny PA,2360,1
42003,4868,18,Allegheny PA,1827,1
42003,4869,18,Allegheny PA,1378,1
42003,4870,18,Allegheny PA,1792,1
42003,4881,18,Allegheny PA,2311,1
42003,4882,18,Allegheny PA,3591,1
42003,4883,18,Allegheny PA,2173,1
42003,4884,18,Allegheny PA,4453,1
42003,4885,18,Allegheny PA,2843,1
42003,4886,18,Allegheny PA,4942,1
42003,4890.01,18,Allegheny PA,4542,1
42003,4890.02,18,Allegheny PA,3726,1
42003,4900.02,18,Allegheny PA,4802,1
42003,4900.03,18,Allegheny PA,3519,1
42003,4900.04,18,Allegheny PA,5095,1
42003,4911.01,18,Allegheny PA,5892,1
42003,4912,18,Allegheny PA,2042,1
42003,4927,18,Allegheny PA,1882,1
42003,4928,18,Allegheny PA,2769,1
42003,4929,18,Allegheny PA,2145,1
42003,4940,18,Allegheny PA,1493,1
42003,4950,18,Allegheny PA,3376,1
42003,4961.01,18,Allegheny PA,2957,1
42003,4961.02,18,Allegheny PA,4502,1
42003,4962,18,Allegheny PA,5812,1
42003,4970,18,Allegheny PA,1072,1
42003,4980,18,Allegheny PA,2551,1
42003,4993,18,Allegheny PA,1574,1
42003,4994,18,Allegheny PA,2909,1
42003,5003,18,Allegheny PA,3798,1
42003,5010,18,Allegheny PA,1515,1
42003,5030.02,18,Allegheny PA,5989,1
42003,5041,18,Allegheny PA,5243,1
42003,5070,18,Allegheny PA,2126,1
42003,5080,18,Allegheny PA,2190,1
42003,5094,18,Allegheny PA,5349,1
42003,5100,18,Allegheny PA,1822,1
42003,5120,18,Allegheny PA,2317,1
42003,5128,18,Allegheny PA,1380,1
42003,5129,18,Allegheny PA,1160,1
42003,5138,18,Allegheny PA,2159,1
42003,5140,18,Allegheny PA,2122,1
42003,5151,18,Allegheny PA,2722,1
42003,5152,18,Allegheny PA,2124,1
42003,5153,18,Allegheny PA,1871,1
42003,5154.01,18,Allegheny PA,2266,1
42003,5161,18,Allegheny PA,1392,1
42003,5162,18,Allegheny PA,1726,1
42003,5170,18,Allegheny PA,1880,1
42003,5180.01,18,Allegheny PA,3391,1
42003,5190,18,Allegheny PA,3011,1
42003,5200.01,18,Allegheny PA,3229,1
42003,5200.02,18,Allegheny PA,3128,1
42003,5211,18,Allegheny PA,4603,1
42003,5212,18,Allegheny PA,4090,1
42003,5213.01,18,Allegheny PA,4226,1
42003,5213.02,18,Allegheny PA,4378,1
42003,5214.01,18,Allegheny PA,2858,1
42003,5214.02,18,Allegheny PA,3897,1
42003,5215,18,Allegheny PA,4341,1
42003,5220,18,Allegheny PA,3294,1
42003,5231,17,Allegheny PA,4194,1
42003,5232,17,Allegheny PA,3922,1
42003,5233,17,Allegheny PA,4194,1
42003,5234,17,Allegheny PA,4967,1
42003,5235.01,17,Allegheny PA,4658,1
42003,5235.02,17,Allegheny PA,1190,0.7732
42003,5235.02,18,Allegheny PA,349,0.2268
42003,5236,17,Allegheny PA,922,0.1903
42003,5236,18,Allegheny PA,3923,0.8097
42003,5237.01,17,Allegheny PA,4179,1
42003,5237.02,17,Allegheny PA,5180,1
42003,5238,17,Allegheny PA,4651,1
42003,5240,17,Allegheny PA,2474,1
42003,5251,17,Allegheny PA,2054,1
42003,5252,17,Allegheny PA,2007,1
42003,5253,17,Allegheny PA,2242,1
42003,5261.01,18,Allegheny PA,6902,1
42003,5261.02,18,Allegheny PA,2120,1
42003,5262.01,18,Allegheny PA,3690,1
42003,5262.02,18,Allegheny PA,5060,1
42003,5263.01,18,Allegheny PA,4105,1
42003,5263.02,18,Allegheny PA,5249,1
42003,5509,18,Allegheny PA,2015,1
42003,5512,18,Allegheny PA,3370,1
42003,5513,18,Allegheny PA,2385,1
42003,5519,18,Allegheny PA,1464,1
42003,5520,18,Allegheny PA,2746,1
42003,5521,18,Allegheny PA,1450,1
42003,5522,18,Allegheny PA,1100,1
42003,5523,18,Allegheny PA,2184,1
42003,5524,18,Allegheny PA,3017,1
42003,5604,18,Allegheny PA,1559,1
42003,5605,18,Allegheny PA,2176,1
42003,5606,18,Allegheny PA,1074,1
42003,5610,18,Allegheny PA,1559,1
42003,5611,18,Allegheny PA,850,1
42003,5612,18,Allegheny PA,1333,1
42003,5614,18,Allegheny PA,4239,1
42003,5615,18,Allegheny PA,3140,1
42003,5616,18,Allegheny PA,2113,1
42003,5617,18,Allegheny PA,718,1
42003,5619,18,Allegheny PA,2232,1
42003,5620,18,Allegheny PA,3247,1
42003,5623,18,Allegheny PA,3469,1
42003,5624,18,Allegheny PA,2733,1
42003,5625,18,Allegheny PA,3032,1
42003,5626,18,Allegheny PA,2635,1
42003,5627,18,Allegheny PA,1395,1
42003,5628,18,Allegheny PA,1597,1
42003,5629,18,Allegheny PA,1926,1
42003,5630,18,Allegheny PA,2848,1
42003,5631,18,Allegheny PA,3549,1
42003,5632,18,Allegheny PA,2439,1
42003,5633,17,Allegheny PA,1449,1
42003,5638,17,Allegheny PA,3806,1
42003,5639,18,Allegheny PA,3927,1
42003,5640,17,Allegheny PA,5469,1
42003,5641,17,Allegheny PA,882,1
42003,5642,18,Allegheny PA,2224,1
42003,5644,18,Allegheny PA,5620,1
42003,5645,18,Allegheny PA,3203,1
42003,9800,18,Allegheny PA,540,1
42003,9801,18,Allegheny PA,18,1
42003,9803,18,Allegheny PA,1,1
42003,9804,18,Allegheny PA,21,1
42003,9805,18,Allegheny PA,27,1
42003,9806,18,Allegheny PA,11,1
42003,9807,18,Allegheny PA,19,1
42003,9809,18,Allegheny PA,1797,1
42003,9810,18,Allegheny PA,4,1
42003,9811,18,Allegheny PA,7,1
42003,9818,18,Allegheny PA,461,1
42003,9822,18,Allegheny PA,4816,1
42005,9501,15,Armstrong PA,4723,1
42005,9502,15,Armstrong PA,2155,1
42005,9503,15,Armstrong PA,3601,1
42005,9504,15,Armstrong PA,2492,1
42005,9505,15,Armstrong PA,5567,1
42005,9506,15,Armstrong PA,3499,1
42005,9507,15,Armstrong PA,3882,1
42005,9508,15,Armstrong PA,4137,1
42005,9509,15,Armstrong PA,5008,1
42005,9510,15,Armstrong PA,2991,1
42005,9511,15,Armstrong PA,4044,1
42005,9512,15,Armstrong PA,5991,1
42005,9513,15,Armstrong PA,2496,1
42005,9514,15,Armstrong PA,2744,1
42005,9515,15,Armstrong PA,2944,1
42005,9516,15,Armstrong PA,4800,1
42005,9517,15,Armstrong PA,3898,1
42005,9518,15,Armstrong PA,2156,1
42005,9519,15,Armstrong PA,1813,1
42007,6006.01,17,Beaver PA,2216,1
42007,6006.02,17,Beaver PA,2717,1
42007,6007,17,Beaver PA,7620,1
42007,6010,17,Beaver PA,3665,1
42007,6011,17,Beaver PA,3272,1
42007,6012,17,Beaver PA,2984,1
42007,6013,17,Beaver PA,2731,1
42007,6014,17,Beaver PA,3362,1
42007,6016,17,Beaver PA,1500,1
42007,6017,17,Beaver PA,3412,1
42007,6018,17,Beaver PA,7360,1
42007,6021,17,Beaver PA,3658,1
42007,6023,17,Beaver PA,2555,1
42007,6024,17,Beaver PA,1976,1
42007,6025,17,Beaver PA,1321,1
42007,6026.01,17,Beaver PA,4683,1
42007,6026.02,17,Beaver PA,3544,1
42007,6027.01,17,Beaver PA,1835,1
42007,6027.02,17,Beaver PA,3593,1
42007,6028,17,Beaver PA,2635,1
42007,6029,17,Beaver PA,2891,1
42007,6030,17,Beaver PA,3064,1
42007,6032.02,17,Beaver PA,7089,1
42007,6033,17,Beaver PA,3845,1
42007,6034,17,Beaver PA,1892,1
42007,6035,17,Beaver PA,1569,1
42007,6036,17,Beaver PA,2176,1
42007,6037,17,Beaver PA,4135,1
42007,6038.01,17,Beaver PA,2822,1
42007,6038.02,17,Beaver PA,3015,1
42007,6038.03,17,Beaver PA,3133,1
42007,6039,17,Beaver PA,3197,1
42007,6040,17,Beaver PA,2562,1
42007,6041,17,Beaver PA,2864,1
42007,6042,17,Beaver PA,1624,1
42007,6045,17,Beaver PA,2286,1
42007,6046,17,Beaver PA,3025,1
42007,6047,17,Beaver PA,1493,1
42007,6048,17,Beaver PA,4414,1
42007,6049.01,17,Beaver PA,4171,1
42007,6049.02,17,Beaver PA,4483,1
42007,6050.01,17,Beaver PA,2503,1
42007,6050.02,17,Beaver PA,3820,1
42007,6051,17,Beaver PA,4965,1
42007,6052,17,Beaver PA,2633,1
42007,6053,17,Beaver PA,3220,1
42007,6054,17,Beaver PA,3633,1
42007,6055,17,Beaver PA,5254,1
42007,6056,17,Beaver PA,3368,1
42007,6057,17,Beaver PA,2634,1
42007,6058,17,Beaver PA,6120,1
42009,9601,13,Bedford PA,3651,1
42009,9602,13,Bedford PA,3574,1
42009,9603,13,Bedford PA,5054,1
42009,9604,13,Bedford PA,5411,1
42009,9605,13,Bedford PA,3702,1
42009,9606,13,Bedford PA,5044,1
42009,9607,13,Bedford PA,2841,1
42009,9608,13,Bedford PA,5395,1
42009,9609,13,Bedford PA,4948,1
42009,9610,13,Bedford PA,5779,1
42009,9611,13,Bedford PA,4363,1
42011,1,6,Berks PA,5346,1
42011,2,6,Berks PA,3970,1
42011,3,6,Berks PA,2172,1
42011,4,6,Berks PA,3936,1
42011,5,6,Berks PA,3554,1
42011,6,6,Berks PA,3261,1
42011,7,6,Berks PA,4196,1
42011,8,6,Berks PA,4405,1
42011,9,6,Berks PA,2696,1
42011,10,6,Berks PA,3248,1
42011,11,6,Berks PA,4184,1
42011,12,6,Berks PA,1741,1
42011,13,6,Berks PA,2970,1
42011,14,6,Berks PA,4494,1
42011,15,6,Berks PA,3730,1
42011,16,6,Berks PA,2670,1
42011,17,6,Berks PA,3224,1
42011,18,6,Berks PA,2874,1
42011,19,6,Berks PA,2539,1
42011,20,6,Berks PA,4181,1
42011,21,6,Berks PA,2783,1
42011,22,6,Berks PA,2026,1
42011,23,6,Berks PA,2186,1
42011,25,6,Berks PA,3201,1
42011,26,6,Berks PA,3330,1
42011,27,6,Berks PA,2071,1
42011,29,6,Berks PA,3094,1
42011,101,9,Berks PA,6029,1
42011,102.01,9,Berks PA,4423,1
42011,102.02,9,Berks PA,5331,1
42011,103.02,9,Berks PA,2904,1
42011,103.03,9,Berks PA,1987,1
42011,103.04,9,Berks PA,6728,1
42011,104,9,Berks PA,8153,1
42011,105,9,Berks PA,6595,1
42011,106,9,Berks PA,8007,1
42011,107,9,Berks PA,7271,1
42011,108.01,6,Berks PA,1928,1
42011,108.02,6,Berks PA,9084,1
42011,109.02,6,Berks PA,4008,1
42011,109.03,6,Berks PA,6205,1
42011,109.04,6,Berks PA,3610,1
42011,109.05,6,Berks PA,4594,1
42011,110,6,Berks PA,4588,1
42011,111.01,6,Berks PA,2129,1
42011,111.02,6,Berks PA,5459,1
42011,112,6,Berks PA,4212,1
42011,113,6,Berks PA,2877,1
42011,114,6,Berks PA,5273,1
42011,115,6,Berks PA,3043,1
42011,116.01,6,Berks PA,5265,1
42011,116.02,6,Berks PA,4232,1
42011,116.03,6,Berks PA,5650,1
42011,117.01,6,Berks PA,7216,1
42011,117.02,6,Berks PA,4585,1
42011,117.03,6,Berks PA,4077,1
42011,118,6,Berks PA,5163,1
42011,119.02,6,Berks PA,3503,1
42011,119.03,9,Berks PA,5030,1
42011,119.04,9,Berks PA,7553,1
42011,120.01,6,Berks PA,2472,1
42011,120.02,6,Berks PA,8760,1
42011,121.01,6,Berks PA,1809,1
42011,121.03,9,Berks PA,2322,1
42011,121.04,6,Berks PA,839,0.2655
42011,121.04,9,Berks PA,2321,0.7345
42011,121.05,6,Berks PA,558,0.0632
42011,121.05,9,Berks PA,8278,0.9368
42011,122,6,Berks PA,3138,1
42011,123,6,Berks PA,4443,1
42011,124,9,Berks PA,6370,1
42011,125,9,Berks PA,2008,1
42011,126,9,Berks PA,2291,1
42011,127,9,Berks PA,8959,1
42011,128,9,Berks PA,3911,1
42011,129,9,Berks PA,7371,1
42011,130,4,Berks PA,3306,0.5085
42011,130,9,Berks PA,3195,0.4915
42011,131,4,Berks PA,5078,1
42011,132,4,Berks PA,4055,1
42011,133.01,9,Berks PA,2997,1
42011,133.02,4,Berks PA,5842,1
42011,134.01,9,Berks PA,7890,1
42011,134.02,4,Berks PA,49,0.016
42011,134.02,9,Berks PA,3011,0.984
42011,135,9,Berks PA,10772,1
42011,136,9,Berks PA,4085,1
42011,137.01,9,Berks PA,3397,1
42011,137.02,9,Berks PA,3795,1
42011,138,9,Berks PA,4289,1
42011,139,9,Berks PA,7893,1
42011,140,9,Berks PA,5012,1
42011,141,9,Berks PA,8384,1
42011,142,9,Berks PA,7748,1
42013,101.01,13,Blair PA,4229,1
42013,101.02,13,Blair PA,2966,1
42013,101.03,13,Blair PA,2511,1
42013,104.01,13,Blair PA,1828,1
42013,104.02,13,Blair PA,6499,1
42013,105,13,Blair PA,3430,1
42013,106,13,Blair PA,2196,1
42013,107,13,Blair PA,7402,1
42013,108,13,Blair PA,3671,1
42013,109,13,Blair PA,7381,1
42013,110.01,13,Blair PA,3742,1
42013,110.02,13,Blair PA,4226,1
42013,111,13,Blair PA,5997,1
42013,112,13,Blair PA,5791,1
42013,113,13,Blair PA,5938,1
42013,114,13,Blair PA,2585,1
42013,115,13,Blair PA,5923,1
42013,116,13,Blair PA,4173,1
42013,1002,13,Blair PA,2231,1
42013,1003,13,Blair PA,3184,1
42013,1004,13,Blair PA,1768,1
42013,1005,13,Blair PA,3631,1
42013,1006,13,Blair PA,2553,1
42013,1007,13,Blair PA,2326,1
42013,1008,13,Blair PA,1917,1
42013,1009,13,Blair PA,4389,1
42013,1011,13,Blair PA,1567,1
42013,1012,13,Blair PA,4001,1
42013,1014,13,Blair PA,3862,1
42013,1015,13,Blair PA,3479,1
42013,1016,13,Blair PA,3280,1
42013,1017,13,Blair PA,3846,1
42013,1018,13,Blair PA,2964,1
42013,1019,13,Blair PA,1603,1
42015,9501,12,Bradford PA,4270,1
42015,9502,12,Bradford PA,5233,1
42015,9503,12,Bradford PA,5587,1
42015,9504,12,Bradford PA,3367,1
42015,9505,12,Bradford PA,6278,1
42015,9506,12,Bradford PA,3920,1
42015,9507,12,Bradford PA,4594,1
42015,9508,12,Bradford PA,3959,1
42015,9509,12,Bradford PA,5702,1
42015,9510,12,Bradford PA,2919,1
42015,9511,12,Bradford PA,2969,1
42015,9512,12,Bradford PA,5267,1
42015,9513,12,Bradford PA,4281,1
42015,9514,12,Bradford PA,4276,1
42017,1001.02,1,Bucks PA,2720,1
42017,1001.03,1,Bucks PA,2402,1
42017,1001.04,1,Bucks PA,4498,1
42017,1001.05,1,Bucks PA,3297,1
42017,1002.01,1,Bucks PA,4422,1
42017,1002.06,1,Bucks PA,4838,1
42017,1002.07,1,Bucks PA,4246,1
42017,1002.08,1,Bucks PA,6429,1
42017,1002.09,1,Bucks PA,9452,1
42017,1002.1,1,Bucks PA,7408,1
42017,1002.11,1,Bucks PA,6710,1
42017,1002.12,1,Bucks PA,4005,1
42017,1003.02,1,Bucks PA,5084,1
42017,1003.03,1,Bucks PA,5176,1
42017,1003.04,1,Bucks PA,2319,1
42017,1003.06,1,Bucks PA,3450,1
42017,1003.07,1,Bucks PA,5027,1
42017,1004.01,1,Bucks PA,6677,1
42017,1004.02,1,Bucks PA,6471,1
42017,1004.03,1,Bucks PA,2102,1
42017,1004.04,1,Bucks PA,6363,1
42017,1004.06,1,Bucks PA,3839,1
42017,1004.07,1,Bucks PA,1299,1
42017,1004.08,1,Bucks PA,6775,1
