county,tract,cd111,cntyname,pop10,afact111
42003,4724,18,Allegheny PA,1828,1
42003,4731,18,Allegheny PA,4734,1
42003,4732,18,Allegheny PA,3192,1
42003,4733,18,Allegheny PA,5502,1
42003,4734.01,18,Allegheny PA,3713,1
42003,4734.02,18,Allegheny PA,3667,1
42003,4735,18,Allegheny PA,3680,1
42003,4736.01,18,Allegheny PA,4049,1
42003,4736.02,18,Allegheny PA,4600,1
42003,4741.01,18,Allegheny PA,3601,1
42003,4741.02,18,Allegheny PA,3685,1
42003,4742.01,18,Allegheny PA,2600,1
42003,4742.02,18,Allegheny PA,4809,1
42003,4742.03,18,Allegheny PA,4534,1
42003,4751.01,18,Allegheny PA,4702,1
42003,4751.02,18,Allegheny PA,1665,1
42003,4752,18,Allegheny PA,4919,1
42003,4753.01,18,Allegheny PA,4425,1
42003,4753.03,18,Allegheny PA,4064,1
42003,4753.04,18,Allegheny PA,5688,1
42003,4754.01,18,Allegheny PA,3790,1
42003,4754.02,18,Allegheny PA,3060,1
42003,4761,18,Allegheny PA,5034,1
42003,4762,18,Allegheny PA,3282,1
42003,4771,18,Allegheny PA,3651,1
42003,4772,18,Allegheny PA,4140,1
42003,4773,18,Allegheny PA,6153,1
42003,4781,18,Allegheny PA,4015,1
42003,4782,18,Allegheny PA,5628,1
42003,4790,18,Allegheny PA,1992,1
42003,4801.01,14,Allegheny PA,1259,0.2603
42003,4801.01,18,Allegheny PA,3578,0.7397
42003,4801.02,18,Allegheny PA,3107,1
42003,4802,14,Allegheny PA,3420,0.9977
42003,4802,18,Allegheny PA,8,0.0023
42003,4803,14,Allegheny PA,3415,1
42003,4804,14,Allegheny PA,3993,0.8018
42003,4804,18,Allegheny PA,987,0.1982
42003,4810,14,Allegheny PA,3403,1
42003,4825,14,Allegheny PA,1929,1
42003,4838,14,Allegheny PA,3165,1
42003,4843,14,Allegheny PA,3404,1
42003,4845,14,Allegheny PA,5745,1
42003,4846,14,Allegheny PA,2257,1
42003,4850,14,Allegheny PA,1271,1
42003,4867,14,Allegheny PA,2360,1
42003,4868,14,Allegheny PA,1827,1
42003,4869,14,Allegheny PA,1378,1
42003,4870,14,Allegheny PA,1792,1
42003,4881,14,Allegheny PA,2311,1
42003,4882,14,Allegheny PA,3591,1
42003,4883,14,Allegheny PA,2173,1
42003,4884,14,Allegheny PA,4453,1
42003,4885,14,Allegheny PA,2843,1
42003,4886,14,Allegheny PA,4942,1
42003,4890.01,18,Allegheny PA,4542,1
42003,4890.02,18,Allegheny PA,3726,1
42003,4900.02,18,Allegheny PA,4802,1
42003,4900.03,18,Allegheny PA,3519,1
42003,4900.04,18,Allegheny PA,5095,1
42003,4911.01,18,Allegheny PA,5892,1
42003,4912,18,Allegheny PA,2042,1
42003,4927,14,Allegheny PA,1882,1
42003,4928,14,Allegheny PA,2769,1
42003,4929,14,Allegheny PA,2145,1
42003,4940,18,Allegheny PA,1493,1
42003,4950,12,Allegheny PA,623,0.1845
42003,4950,18,Allegheny PA,2753,0.8155
42003,4961.01,18,Allegheny PA,2957,1
42003,4961.02,14,Allegheny PA,1806,0.4012
42003,4961.02,18,Allegheny PA,2696,0.5988
42003,4962,18,Allegheny PA,5812,1
42003,4970,14,Allegheny PA,1072,1
42003,4980,14,Allegheny PA,2551,1
42003,4993,14,Allegheny PA,1574,1
42003,4994,14,Allegheny PA,2909,1
42003,5003,14,Allegheny PA,3798,1
42003,5010,14,Allegheny PA,1515,1
42003,5030.02,14,Allegheny PA,385,0.0643
42003,5030.02,18,Allegheny PA,5604,0.9357
42003,5041,14,Allegheny PA,5243,1
42003,5070,14,Allegheny PA,2126,1
42003,5080,14,Allegheny PA,2190,1
42003,5094,14,Allegheny PA,5349,1
42003,5100,14,Allegheny PA,1822,1
42003,5120,14,Allegheny PA,2317,1
42003,5128,14,Allegheny PA,1380,1
42003,5129,14,Allegheny PA,1160,1
42003,5138,14,Allegheny PA,2159,1
42003,5140,14,Allegheny PA,2122,1
42003,5151,14,Allegheny PA,2722,1
42003,5152,14,Allegheny PA,2124,1
42003,5153,14,Allegheny PA,1871,1
42003,5154.01,14,Allegheny PA,2266,1
42003,5161,14,Allegheny PA,1392,1
42003,5162,14,Allegheny PA,1726,1
42003,5170,14,Allegheny PA,1880,1
42003,5180.01,14,Allegheny PA,3391,1
42003,5190,18,Allegheny PA,3011,1
42003,5200.01,18,Allegheny PA,3229,1
42003,5200.02,14,Allegheny PA,1133,0.3622
42003,5200.02,18,Allegheny PA,1995,0.6378
42003,5211,14,Allegheny PA,3262,0.7087
42003,5211,18,Allegheny PA,1341,0.2913
42003,5212,14,Allegheny PA,753,0.1841
42003,5212,18,Allegheny PA,3337,0.8159
42003,5213.01,18,Allegheny PA,4226,1
42003,5213.02,14,Allegheny PA,661,0.151
42003,5213.02,18,Allegheny PA,3717,0.849
42003,5214.01,18,Allegheny PA,2858,1
42003,5214.02,18,Allegheny PA,3897,1
42003,5215,18,Allegheny PA,4341,1
42003,5220,14,Allegheny PA,1796,0.5452
42003,5220,18,Allegheny PA,1498,0.4548
42003,5231,14,Allegheny PA,4194,1
42003,5232,14,Allegheny PA,3922,1
42003,5233,14,Allegheny PA,1915,0.4566
42003,5233,18,Allegheny PA,2279,0.5434
42003,5234,14,Allegheny PA,3167,0.6376
42003,5234,18,Allegheny PA,1800,0.3624
42003,5235.01,14,Allegheny PA,3431,0.7366
42003,5235.01,18,Allegheny PA,1227,0.2634
42003,5235.02,14,Allegheny PA,1539,1
42003,5236,14,Allegheny PA,2361,0.4873
42003,5236,18,Allegheny PA,2484,0.5127
42003,5237.01,14,Allegheny PA,4179,1
42003,5237.02,14,Allegheny PA,5180,1
42003,5238,14,Allegheny PA,2487,0.5347
42003,5238,18,Allegheny PA,2164,0.4653
42003,5240,14,Allegheny PA,2474,1
42003,5251,4,Allegheny PA,2054,1
42003,5252,4,Allegheny PA,2007,1
42003,5253,4,Allegheny PA,2242,1
42003,5261.01,4,Allegheny PA,6902,1
42003,5261.02,4,Allegheny PA,2120,1
42003,5262.01,4,Allegheny PA,3690,1
42003,5262.02,4,Allegheny PA,5060,1
42003,5263.01,4,Allegheny PA,4105,1
42003,5263.02,4,Allegheny PA,5249,1
42003,5509,14,Allegheny PA,2015,1
42003,5512,14,Allegheny PA,3370,1
42003,5513,14,Allegheny PA,2385,1
42003,5519,14,Allegheny PA,1464,1
42003,5520,14,Allegheny PA,2746,1
42003,5521,14,Allegheny PA,1450,1
42003,5522,14,Allegheny PA,1100,1
42003,5523,14,Allegheny PA,2184,1
42003,5524,14,Allegheny PA,3017,1
42003,5604,14,Allegheny PA,1559,1
42003,5605,14,Allegheny PA,2176,1
42003,5606,14,Allegheny PA,1074,1
42003,5610,14,Allegheny PA,1559,1
42003,5611,14,Allegheny PA,850,1
42003,5612,14,Allegheny PA,1333,1
42003,5614,14,Allegheny PA,4239,1
42003,5615,14,Allegheny PA,3140,1
42003,5616,14,Allegheny PA,2113,1
42003,5617,14,Allegheny PA,718,1
42003,5619,14,Allegheny PA,2232,1
42003,5620,14,Allegheny PA,3247,1
42003,5623,14,Allegheny PA,3469,1
42003,5624,14,Allegheny PA,2733,1
42003,5625,14,Allegheny PA,3032,1
42003,5626,14,Allegheny PA,2635,1
42003,5627,14,Allegheny PA,1395,1
42003,5628,14,Allegheny PA,1597,1
42003,5629,14,Allegheny PA,1926,1
42003,5630,14,Allegheny PA,2848,1
42003,5631,14,Allegheny PA,3549,1
42003,5632,14,Allegheny PA,2439,1
42003,5633,4,Allegheny PA,1449,1
42003,5638,4,Allegheny PA,3806,1
42003,5639,14,Allegheny PA,3927,1
42003,5640,18,Allegheny PA,5469,1
42003,5641,18,Allegheny PA,882,1
42003,5642,14,Allegheny PA,928,0.4173
42003,5642,18,Allegheny PA,1296,0.5827
42003,5644,14,Allegheny PA,4932,0.8776
42003,5644,18,Allegheny PA,688,0.1224
42003,5645,18,Allegheny PA,3203,1
42003,9800,14,Allegheny PA,540,1
42003,9801,14,Allegheny PA,18,1
42003,9803,14,Allegheny PA,1,1
42003,9804,14,Allegheny PA,21,1
42003,9805,14,Allegheny PA,27,1
42003,9806,14,Allegheny PA,11,1
42003,9807,14,Allegheny PA,19,1
42003,9809,14,Allegheny PA,1797,1
42003,9810,14,Allegheny PA,4,1
42003,9811,14,Allegheny PA,7,1
42003,9818,14,Allegheny PA,461,1
42003,9822,14,Allegheny PA,4816,1
42005,9501,3,Armstrong PA,4723,1
42005,9502,3,Armstrong PA,2155,1
42005,9503,3,Armstrong PA,3601,1
42005,9504,3,Armstrong PA,2492,1
42005,9505,3,Armstrong PA,5567,1
42005,9506,3,Armstrong PA,3499,1
42005,9507,3,Armstrong PA,3882,1
42005,9508,3,Armstrong PA,2265,0.5475
42005,9508,12,Armstrong PA,1872,0.4525
42005,9509,12,Armstrong PA,5008,1
42005,9510,12,Armstrong PA,2991,1
42005,9511,12,Armstrong PA,4044,1
42005,9512,3,Armstrong PA,3076,0.5134
42005,9512,12,Armstrong PA,2915,0.4866
42005,9513,12,Armstrong PA,2496,1
42005,9514,12,Armstrong PA,2744,1
42005,9515,12,Armstrong PA,2944,1
42005,9516,12,Armstrong PA,4800,1
42005,9517,12,Armstrong PA,3898,1
42005,9518,12,Armstrong PA,2156,1
42005,9519,12,Armstrong PA,1813,1
42007,6006.01,4,Beaver PA,2216,1
42007,6006.02,4,Beaver PA,2717,1
42007,6007,4,Beaver PA,7620,1
42007,6010,4,Beaver PA,3665,1
42007,6011,4,Beaver PA,3272,1
42007,6012,4,Beaver PA,2984,1
42007,6013,4,Beaver PA,2731,1
42007,6014,4,Beaver PA,3362,1
42007,6016,4,Beaver PA,1500,1
42007,6017,4,Beaver PA,3412,1
42007,6018,4,Beaver PA,7360,1
42007,6021,4,Beaver PA,3658,1
42007,6023,4,Beaver PA,2555,1
42007,6024,4,Beaver PA,1976,1
42007,6025,4,Beaver PA,1321,1
42007,6026.01,4,Beaver PA,4683,1
42007,6026.02,4,Beaver PA,3544,1
42007,6027.01,4,Beaver PA,1835,1
42007,6027.02,4,Beaver PA,3593,1
42007,6028,4,Beaver PA,2635,1
42007,6029,4,Beaver PA,2891,1
42007,6030,4,Beaver PA,3064,1
42007,6032.02,4,Beaver PA,7089,1
42007,6033,4,Beaver PA,3845,1
42007,6034,4,Beaver PA,1892,1
42007,6035,4,Beaver PA,1569,1
42007,6036,4,Beaver PA,2176,1
42007,6037,4,Beaver PA,4135,1
42007,6038.01,4,Beaver PA,2822,1
42007,6038.02,4,Beaver PA,3015,1
42007,6038.03,4,Beaver PA,3133,1
42007,6039,4,Beaver PA,3197,1
42007,6040,4,Beaver PA,2562,1
42007,6041,4,Beaver PA,2864,1
42007,6042,4,Beaver PA,1624,1
42007,6045,4,Beaver PA,2286,1
42007,6046,4,Beaver PA,3025,1
42007,6047,4,Beaver PA,1493,1
42007,6048,4,Beaver PA,4414,1
42007,6049.01,4,Beaver PA,4171,1
42007,6049.02,4,Beaver PA,4483,1
42007,6050.01,4,Beaver PA,2503,1
42007,6050.02,4,Beaver PA,1483,0.3882
42007,6050.02,18,Beaver PA,2337,0.6118
42007,6051,4,Beaver PA,4965,1
42007,6052,4,Beaver PA,2633,1
42007,6053,4,Beaver PA,3220,1
42007,6054,4,Beaver PA,3633,1
42007,6055,4,Beaver PA,5254,1
42007,6056,4,Beaver PA,3368,1
42007,6057,4,Beaver PA,2634,1
42007,6058,4,Beaver PA,6120,1
42009,9601,9,Bedford PA,3651,1
42009,9602,9,Bedford PA,3574,1
42009,9603,9,Bedford PA,5054,1
42009,9604,9,Bedford PA,5411,1
42009,9605,9,Bedford PA,3702,1
42009,9606,9,Bedford PA,5044,1
42009,9607,9,Bedford PA,2841,1
42009,9608,9,Bedford PA,5395,1
42009,9609,9,Bedford PA,4948,1
42009,9610,9,Bedford PA,5779,1
42009,9611,9,Bedford PA,4363,1
42011,1,6,Berks PA,626,0.1171
42011,1,16,Berks PA,4720,0.8829
42011,2,6,Berks PA,2049,0.5161
42011,2,16,Berks PA,1921,0.4839
42011,3,16,Berks PA,2172,1
42011,4,6,Berks PA,3028,0.7693
42011,4,16,Berks PA,908,0.2307
42011,5,6,Berks PA,3409,0.9592
42011,5,16,Berks PA,145,0.0408
42011,6,6,Berks PA,3261,1
42011,7,6,Berks PA,4196,1
42011,8,6,Berks PA,1628,0.3696
42011,8,16,Berks PA,2777,0.6304
42011,9,6,Berks PA,1849,0.6858
42011,9,16,Berks PA,847,0.3142
42011,10,16,Berks PA,3248,1
42011,11,16,Berks PA,4184,1
42011,12,16,Berks PA,1741,1
42011,13,6,Berks PA,269,0.0906
42011,13,16,Berks PA,2701,0.9094
42011,14,16,Berks PA,4494,1
42011,15,16,Berks PA,3730,1
42011,16,6,Berks PA,1644,0.6157
42011,16,16,Berks PA,1026,0.3843
42011,17,16,Berks PA,3224,1
42011,18,6,Berks PA,2848,0.991
42011,18,16,Berks PA,26,0.009
42011,19,6,Berks PA,1779,0.7007
42011,19,16,Berks PA,760,0.2993
42011,20,6,Berks PA,4181,1
42011,21,16,Berks PA,2783,1
42011,22,16,Berks PA,2026,1
42011,23,6,Berks PA,682,0.312
42011,23,16,Berks PA,1504,0.688
42011,25,6,Berks PA,1023,0.3196
42011,25,16,Berks PA,2178,0.6804
42011,26,6,Berks PA,3330,1
42011,27,6,Berks PA,2071,1
42011,29,6,Berks PA,3094,1
42011,101,17,Berks PA,6029,1
42011,102.01,17,Berks PA,4423,1
42011,102.02,17,Berks PA,5331,1
42011,103.02,17,Berks PA,2904,1
42011,103.03,17,Berks PA,1987,1
42011,103.04,16,Berks PA,1184,0.176
42011,103.04,17,Berks PA,5544,0.824
42011,104,17,Berks PA,8153,1
42011,105,17,Berks PA,6595,1
42011,106,16,Berks PA,8007,1
42011,107,6,Berks PA,3281,0.4512
42011,107,16,Berks PA,3990,0.5488
42011,108.01,6,Berks PA,1928,1
42011,108.02,6,Berks PA,9084,1
42011,109.02,6,Berks PA,4008,1
42011,109.03,6,Berks PA,4641,0.7479
42011,109.03,16,Berks PA,1564,0.2521
42011,109.04,6,Berks PA,2186,0.6055
42011,109.04,16,Berks PA,1424,0.3945
42011,109.05,6,Berks PA,4594,1
42011,110,6,Berks PA,4588,1
42011,111.01,6,Berks PA,2129,1
42011,111.02,6,Berks PA,5459,1
42011,112,6,Berks PA,4212,1
42011,113,6,Berks PA,2877,1
42011,114,6,Berks PA,5273,1
42011,115,6,Berks PA,3043,1
42011,116.01,6,Berks PA,5265,1
42011,116.02,6,Berks PA,4232,1
42011,116.03,6,Berks PA,5650,1
42011,117.01,6,Berks PA,7216,1
42011,117.02,6,Berks PA,4585,1
42011,117.03,6,Berks PA,4077,1
42011,118,6,Berks PA,5163,1
42011,119.02,6,Berks PA,3503,1
42011,119.03,6,Berks PA,5030,1
42011,119.04,6,Berks PA,7553,1
42011,120.01,6,Berks PA,2472,1
42011,120.02,6,Berks PA,8760,1
42011,121.01,6,Berks PA,1809,1
42011,121.03,6,Berks PA,2322,1
42011,121.04,6,Berks PA,3160,1
42011,121.05,6,Berks PA,8836,1
42011,122,6,Berks PA,3138,1
42011,123,6,Berks PA,4443,1
42011,124,6,Berks PA,1610,0.2527
42011,124,17,Berks PA,4760,0.7473
42011,125,17,Berks PA,2008,1
42011,126,6,Berks PA,2270,0.9908
42011,126,17,Berks PA,21,0.0092
42011,127,16,Berks PA,3343,0.3731
42011,127,17,Berks PA,5616,0.6269
42011,128,17,Berks PA,3911,1
42011,129,17,Berks PA,7371,1
42011,130,6,Berks PA,4828,0.7427
42011,130,17,Berks PA,1673,0.2573
42011,131,6,Berks PA,5078,1
42011,132,6,Berks PA,4055,1
42011,133.01,6,Berks PA,1242,0.4144
42011,133.01,15,Berks PA,1755,0.5856
42011,133.02,6,Berks PA,5842,1
42011,134.01,17,Berks PA,7890,1
42011,134.02,6,Berks PA,1337,0.4369
42011,134.02,17,Berks PA,1723,0.5631
42011,135,17,Berks PA,10772,1
42011,136,17,Berks PA,4085,1
42011,137.01,17,Berks PA,3397,1
42011,137.02,17,Berks PA,3795,1
42011,138,17,Berks PA,4289,1
42011,139,15,Berks PA,1724,0.2184
42011,139,17,Berks PA,6169,0.7816
42011,140,6,Berks PA,5012,1
42011,141,6,Berks PA,7906,0.943
42011,141,17,Berks PA,478,0.057
42011,142,6,Berks PA,7748,1
42013,101.01,9,Blair PA,4229,1
42013,101.02,9,Blair PA,2966,1
42013,101.03,9,Blair PA,2511,1
42013,104.01,9,Blair PA,1828,1
42013,104.02,9,Blair PA,6499,1
42013,105,9,Blair PA,3430,1
42013,106,9,Blair PA,2196,1
42013,107,9,Blair PA,7402,1
42013,108,9,Blair PA,3671,1
42013,109,9,Blair PA,7381,1
42013,110.01,9,Blair PA,3742,1
42013,110.02,9,Blair PA,4226,1
42013,111,9,Blair PA,5997,1
42013,112,9,Blair PA,5791,1
42013,113,9,Blair PA,5938,1
42013,114,9,Blair PA,2585,1
42013,115,9,Blair PA,5923,1
42013,116,9,Blair PA,4173,1
42013,1002,9,Blair PA,2231,1
